id;title;author;author_id;publisher;publisher_id;date;pubPlace;pubPlace_id;pages;stamp
Moreau3938_GBOOKS;Véritable (le) journal de ce qui s'est passé pendant le siége de Coignac, et comme quoi il a été levé en présence de monsieur le Prince, le 15 novembre 1651.;;;;isni:0000000123698534;1651;Paris;geonames:2988507;8;True
Moreau1010_GBOOKS;Dernier arrêt de la cour de parlement contre le cardinal Mazarin, en exécution des précédents arrêts, avec défenses de procéder sur les saisies de ses biens ailleurs que pardevant les sieurs de Broussel et Le Meusnier, conseillers en ladite cour.;;;;isni:0000000123698534;1651;Paris;geonames:2988507;6;True
Moreau2suppl134_GBOOKS;Lettres monitoires de monsieur l'officiai de l'archevêché de Paris pour avoir preuves des contraventions faites par un certain quidan et ses adhérents à la déclaration du roy et aux arrêts de la cour.;;;;isni:0000000123698534;1651;Paris;geonames:2988507;6;True
Moreau200_MAZ;"Arrêt de la cour de parlement de Dijon, donné, les chambres assemblées, contre le cardinal Mazarin ; ensemble deux lettres dudit parlement, écrites, l’une à monsieur le prince, et l'autre à messieurs du parlement de Paris.";;isni:0000000119579284;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau3617_GBOOKS;Seconde lettre écrite à messieurs du Parlement par M. le prince de Condé , servant de réponse à l'écrit envoyé par la reine régente à messieurs du Parlement par messeiurs les gens du roi.;Bourbon-Condé, Louis de;isni:0000000121209573;Guillemot, (veuve de Jean);isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau887_MAZ;Déclaration de monseigneur le Prince, faite en personne, et délivrée par écrit, signé de sa main, à messieurs de l'assemblée de la noblesse, portant parole et assurance, de la part de Leurs Majestés, pour la convocation et tenue des États généraux au 8ᵉ jour du mois de septembre prochain, avec les promesses, conditions et sûretés requises et nécessaires, tant pour le général que pour les particuliers, en cas de retardement ou d’inexécution.;Condé, Louis de Bourbon;isni:0000000121209573;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;4;True
Moreau506_GBOOKS;Avis de monseigneur le coadjuteur, prononcé au parlement, pour l’éloignement des créatures du cardinal Mazarin, le 12 juillet 1651.;;isni:0000000121441815;Guillemot, veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau300_GBOOKS;Arrêt de la cour de parlement donné en faveur des créanciers du cardinal Mazarin, portant la vente de ses meubles, et que les deniers en provenant, ensemble ceux des revenus de ses bénéfices, seront mis ès mains de Mᵉ Claude Martinet, payeur des gages de nosdits seigneurs du parlement, pour être distribués entre lesdits créanciers, ainsi qu’il sera par ladite cour ordonné.;;isni:0000000121755355;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;22;False
Moreau2172_GBOOKS;Lettre du roi envoyée à messieurs du Parlement sur son voyage de Berry.;Bourbon (De), Louis;isni:0000000383255772;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;4;True
Moreau1604_GALL;Harangue faite par monsieur le comte de Fiesque, l'un des présidents, député de la noblesse, accompagné d'un de messieurs les secrétaires et de douze députés, savoir un de chaque province, à messieurs du clergé pour la convocation des Estats généraux, le mercredi 15 mars 1651.;Fiesque, Charles de;viaf:309699779;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;7;True
Moreau1573_GBOOKS;Harangue faite à monseigneur le duc d'Orléans, prononcée en l'assemblée de la noblesse, le 25 mars 1651, par monsieur de Lignerac, l'un des gentils-hommes de ladite assemblée.;de Lignerac, seigneur de Marze, Jacques Robert;viaf:89162060270051400604;Guillemot, veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;6;True
Moreau3129_GBOOKS;Relation de ce qui s'est passé en Parlement, toutes les chambres assemblées, le vendredi 29 décembre 1651, ensemble l'arrêt contre le cardinal Mazarin et ses adhérents.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau2236_GBOOKS;Lettre envoyée sur le sujet de l'assemblée de la noblesse, et des procurations écrites dans les provinces.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;8;False
Moreau1826_GBOOKS;Lettre circulaire envoyée dans les provinces à tous les gentilshommes par ordre de l'assemblée de la noblesse, tenue à Paris, aux Cordeliers, le 25 mars 1651, et dressée par les président, commissaires choisis et secrétaires de ladite assemblée.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau642_GALL;Cartel aux bons François pour la majorité du roi.;;;Guillemot, (veuve de Jean);isni:0000000359773502;1651;Paris;geonames:2988507;8;True
Moreau1906_GBOOKS;Lettre de cachet du roi, envoyée à messieurs du Parlement, sur le sujet du plein pouvoir donné par Sa Majesté à monseigneur le duc d'Orléans pour traiter avec M. le Prince.;;;Guillemot, Veuve de Jean;isni:0000000359773502;1651;Paris;geonames:2988507;6;True
Moreau2suppl171_GBOOKS;Relation envoyée par un gentilhomme de Provence à un de ses amis de Paris sur ce qui s'est passé en la ville d'Aix au sujet de quelques factieux qui vouloient y causer du désordre, et de L'arrêt du parlement donné contre eux.;;;Langlois, Jacques;isni:0000000360940558;1651;Paris;geonames:2988507;6;True
Moreau188_MAZ;Arrêt de la cour de parlement de Bordeaux contre le cardinal Mazarin , portant qu’il videra le royaume dans huitaine.;;isni:0000000119572170;Sassier, Guillaume;isni:0000000367213580;1651;Paris;geonames:2988507;3;False
Moreau3896_GALL;Trône (le) de la gloire, élevé à l'honneur de monseigneur le prince de Condé, sur les victoires qu'il a remportées sur les ennemis de l'État.;;;Sassier, Guillaume;isni:0000000367213580;1651;Paris;geonames:2988507;30;True
Moreau1903_GBOOKS;Lettre de cachet du roy, du 8 octobre 1651, envoyée à monseigneur le mareschal de Lhospital, chevalier des ordres du roy, gouverneur et lieutenant général pour Sa Majesté en la ville, prévosté et viconté de Paris, et seul son lieutenant général en Champagne et Brie, pour advertir les députés des provinces de se rendre au plutost dans la ville de Tours pour tenir les Etats généraux du royaume.;;;Sassier, Guillaume;isni:0000000367213580;1651;Paris;geonames:2988507;4;True
Moreau1904_GBOOKS;Lettre de cachet du roi, du 8 octobre 1651, envoyée à monseigneur le maréchal de Lhopital, chevalier des ordres du roi, gouverneur et lieutenant général pour Sa Majesté en la ville, prévôté et vicomté de Paris, et seul son lieutenant général en Champagne et Brie, sur ce qui s'est fait à la réception du roi dans sa ville de Bourges .;;;Sassier, Guillaume;isni:0000000367213580;1651;Paris;geonames:2988507;4;True
Moreau1568_MAZ;Harangue faite à madame la duchesse de Longue ville sur la liberté des princes de Condé, de Conty et duc de Longueville, princes du sang de France, prononcée par le sieur de Sommerance, lieutenant général civil et criminel de Stenay, et député des trois estats de la province d'Argonne.;Sommerance, Robert Henriet de La Vallée;viaf:336148389281410710543;Bessin, Nicolas;isni:0000000371172953;1651;Paris;geonames:2988507;6;True
Moreau2suppl116_GBOOKS;Lettre de la reine de Suède à mouseigneur le duc d'Orléans, avec les offres de cette princesse pour mettre le royaume en repos et en chasser le Mazarin.;Suède (De), Christine;isni:0000000112298199;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;7;True
Moreau1945_GBOOKS;Lettre de la reine de Suède à monseigneur le duc d'Orléans, avec les offres de cette princesse pour mettre le royaume en repos, et en chasser le Mazarin.;Suède (De), Christine;isni:0000000112298199;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;7;True
Moreau3951_MAZ;Véritable remontrance faite au roi et à la reine régente par monseigneur le premier président, avec la réponse de la reine régente à messieurs les députés du Parlement.;Molé, Mathieu;isni:0000000121204991;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;8;True
Moreau284_GBOOKS;Arrêt de nosseigneurs de la cour de parlement, toutes les chambres assemblées, portant remontrance être faite au roi et à la reine sur l’emprisonnement et liberté de messieurs les princes de Condé, de Conty et duc de Longueville.;;isni:0000000121755355;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;4;True
Moreau287_GBOOKS;Arrêt dela cour de parlement, toutes les chambres assemblées, portant que le roi et la reine régente seront très-humblement suppliés, de la part de ladite cour, d’envoyer, au plutôt, lettre de cachet pour mettre en liberté messieurs les princes et duc de Longueville, et éloigner de la personne de Sa Majesté le cardinal Mazarin.;;isni:0000000121755355;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;4;True
Moreau3341_MAZ;Remontrances faites au roi et à la reine régente par nos seigneurs du Parlement pour la liberté de messieurs les princes, du 20 janvier 1651.;;isni:0000000121755355;Chevalier, Jacob;isni:0000000385986464;1651;Paris;geonames:2988507;7;False
Moreau2667_MAZ;Panégyrique présenté à messieurs les Princes par les bourgeois de Paris à leur retour.;;viaf:151705504;Gasse, Nicolas;isni:0000000495787829;1651;Paris;geonames:2988507;14;True
Moreau3suppl9_MAZ;Arrêt de la cour de Parlement de Bordeaux, toutes les chambres assemblées, portant défense à toutes personnes, de quelle qualité et condition qu'ils soient (sic), de faire aucunes menées et pratiques sur le sujet du rétablissement du duc d’Espernon, avec la permission d'en informer et se saisir des contrevenants. Ensemble que le roy sera très-humblement supplié de nommer au plus tôt un gouverneur dans la province de Guyenne, en conséquence de la Déclaration du mois d'octobre dernier. Du 18 avril 1651.;;isni:0000000119572170;Noël, François;isni:0000000506791357;1651;Paris;geonames:2988507;6;True
Moreau2416_GBOOKS;Mars (le) captif mis en liberté par Thémis, et le Typhon de la France banni par la même déesse, ou la Délivrance de monseigneur le prince de Condé par l'entremise du Parlement, et l'éloignement du cardinal Mazarin ordonné par l'arrêt de cet auguste corps.;;;Noël, François;isni:0000000506791357;1651;Paris;geonames:2988507;15;True
Moreau1589_GBOOKS;Harangue faite au roi et à la reine régente, par le sieur Girau, officier de Sa Majesté, pour la réforme du Parlement de Provence.;;idref:259333263;;;1651;Paris;geonames:2988507;16;True
Moreau1115_MAZ;Discours de la ville de Paris à monseigneur le Prince sur son retour, par un Parisien.;L'Escalopier, Nicolas;isni:0000000000707402;;;1651;Paris;geonames:2988507;23;True
Moreau2116_GBOOKS;Lettre du maréchal d'Aumont au roi, où il lui rend compte de ce qu'il a fait avec son armée, depuis le commencement de la campagne jusqu'au 6 septembre.;Aumont de Rochebaron (D'), Antoine;isni:0000000079773129;;;1651;Paris;geonames:2988507;16;True
Moreau1885_GBOOKS;Lettre d'un marguillier de Paris à son curé sur la conduite de monseigneur le coadjuteur.;Sarasin, Jean-François;isni:0000000118096563;;;1651;Paris;geonames:2988507;19;True
Moreau187_MAZ;Arrêt de la cour de parlement de Bordeaux pour la liberté de messieurs les princes.;;isni:0000000119572170;;;1651;Paris;geonames:2988507;4;True
Moreau186_MAZ;Arrêt de la cour de parlement de Bordeaux, portant inhibitions et défenses, à toutes personnes, de quelque qualité et condition qu’elles soient, de reconnoître le sieur duc d’Épernon pour gouverneur de la province, suivant la dernière déclaration du roi, ensemble, à ses gardes, de porter la livrée.;;isni:0000000119572170;;;1651;Paris;geonames:2988507;6;False
Moreau192_MAZ;"Arrêt de la cour de parlement de Bordeaux, portant la justification de monsieur le prince sur le sujet des calomnies, inventées contre son altesse par les factionnaires du cardinal Mazarin, pour le faire sortir de Paris et faciliter le retour de leur maître; ensemble les remontrances du même parlement, faites au roi sur ce sujet, et les lettres écrites à la reine régentè, à monsieur le duc d’Orléans et à monsieur le prince.";;isni:0000000119572170;;;1651;Paris;geonames:2988507;12;True
Moreau189_MAZ;Arrêt de la cour de parlement de Bordeaux, portant que le libelle diffamatoire, intitulé: le Curé bordelois , sera brûlé par la main du bourreau, avec un avertissement au lecteur.;;isni:0000000119572170;;;1651;Paris;geonames:2988507;7;True
Moreau839_MAZ;Courtisan (le) désintéressé ou le Partisan des oppressés, venant rendre compte, à messieurs les princes, de la constante fidélité qu'il a eue pour ne jamais démordre de leur partie, même en un temps où leurs éloges étoient des invectives contre les tyrans, où leur défense étoit un crime d’État, et où l’on ne menaçoit que de potences et de gibets ceux que le zèle intéressoit à leur querelle.;Du Bosc de Montandré, Claude;isni:0000000121002759;;;1651;Paris;geonames:2988507;12;True
Moreau872_MAZ;Décisions (les) du censeur monarchique touchant la plus juste autorité des régents d’État, préscrivant des bornes à leur pouvoir, faisant voir qu’ils sont absolus avec dépendance et dépendants avec souveraineté , et concluant ensuite, après quelques réflexions tirées du gouvernement d'aujourd’huy, que les régents qui renferment leur pouvoir entre ces deux extrémités de dépendant et d’indépendant, maintiennent en repos la minorité de leurs pupilles, et au contraire, etc. Discite justitiam moniti et non temnere Christos.;Du Bosc de Montandré, Claude;isni:0000000121002759;;;1651;Paris;geonames:2988507;28;False
Moreau3318_MAZ;Remontrance du Parlement à monseigneur le Prince pour le repos des bourgeois de Paris.;;isni:0000000121755355;;;1651;Paris;geonames:2988507;23;True
Moreau2042_GBOOKS;Lettre de nosseigneurs de la cour de Parlement de Paris, envoyée aux autres parlements de France, sur le sujet de l'éloignement du cardinal Mazarim, du 10 février 1651.;;isni:0000000121755355;;;1651;Paris;geonames:2988507;4;True
Moreau357_GBOOKS;Arrêt de la cour de parlement de Toulouse donné, les chambres assemblées, le 5 octobre 1651, contre la défection de Marsin et ses troupes, faisant défense de briguer ni monopoler les sujets du roi, et à tous gouverneurs, officiers et consuls, de prendre garde à la sûreté des villes.;;isni:0000000122905175;;;1651;Paris;geonames:2988507;6;True
Moreau352_GBOOKS;Arrêt de la cour de parlement de Toulouse, donné contre le duc d’Épenon et ses adhérents.;;isni:0000000122905175;;;1651;Paris;geonames:2988507;6;False
M14207_MAZ;;;viaf:185600913;Le Febre, Daniel;;1651;Paris;geonames:2988507;4;True
Moreau3963_GBOOKS;Véritable (le) secret de la paix à la reine par le sieur B. E. S. D. P. P.;Boyer du Petit-Puy, Paul;viaf:256498216;;;1651;Paris;geonames:2988507;22;True
Moreau3748_MAZ;"Tableau (le) funeste des harpies de l'Etat et des tyrans du peuple, et notamment celui de leur principal chef, contenant les plus grands maux qu'il a commis dans l'Europe: 1. l'aversion que lui et les siens ont toujours eue contre les Français, comme étant Espagnols naturels; 2. les pernicieux enseignements que son père Porcini lui a donnés; 3. le notable assassinat commis dans Rome, par ses menées, sur la personne du sieur Francisco Pamphilio (sic), neveu du cardinal du même nom, tenant à présent le siège apostolique sous le nom, tenant d'Innocent X; 4. sa députation à Casal, par le pape Urbain VIII, après ledit assasinat, où il servit la couronne d'Espagne plus que celle de France; 5. sa venue en France à la suite du cardinal de Richelieu, qui le mit dans l'esprit de Louis XIII, d'heureuse mémoire, 6. sa promotion au cardinalat contre la résidence du pape et des cardinaux; 7. son ministère en France après le décès de Louis XIII; 8. ce qu'il a fait contre la maison de condé; 10. ce qu'il a fait contre le Parlement; 11. les guerries qu'il a fomentées dans tous les États pour son seul intérêt; 12. son ingratitude en vers la France, assistant maintenant ses ennemis par ses conseils et par les trésors qu'il lui a volés; enfin l'abrégé de ses plus notables actions, divisé par journées, et entretiens d'un gentihomme françois et d'un vénitien; dédié à monseigneur le coadjuteur de Paris.";D. P., S.C.;;;;1651;Paris;geonames:2988507;12;False
Moreau1596_GBOOKS;Harangue (la) faite au roi par M. Fournier, président de l'élection de Paris. Le grand maître et maître des cérémonies ayant présenté au roi dans la grande galerie du Palais -Royal les officiers de l'élection de Paris, ils lui firent cette harangue, sur les onze heures du matin, laquelle fut bien reçue de Sa Majesté .;Fournier;;;;1651;Paris;geonames:2988507;7;True
Moreau705_MAZ;Codicile et suite du testament de très-honorable, très-illustre et très-puissante princesse Charlotte-Marguerite de Montmorency, princesse douairière de Condé, duchesse de Montmorency et de Château Roux (sic), dame de Chantilly, de Merlou et autres terres et seigneuries, décédée à Châtillon-sur-Loing lc deuxième décembre 1650.;Pellaut, Philippe;;;;1651;Paris;geonames:2988507;12;True
Moreau581_GALL;Berne (la) mazarine, suite de la Mazarinade.;Scarron, Paul;;;;1651;Paris;geonames:2988507;8;True
Moreau3163_GBOOKS;Relation du voyage du roi depuis son départ de Paris jusques à cejourd'huy 6? octobre 1651, arrivé à Aubigny.;;;;;1651;Paris;geonames:2988507;7;True
Moreau3108_GBOOKS;Relation de ce qui s'est fait et passé touchant les propositions faites au roi, étant en son conseil, la reine présente, par aucuns des principaux créanciers du roi.;;;;;1651;Paris;geonames:2988507;23;False
Moreau3149_GBOOKS;Relation de tout ce qui s'est passé au Parlement le 7 juillet 1651, touchant la déclaration de messieurs les princes contre le cardinal Mazarin et ses adhérents.;;;;;1651;Paris;geonames:2988507;14;False
Moreau3630_GBOOKS;Secret (le) du voyage du roi et de la route que doit tenir Sa Majesté.;;;;;1651;Paris;geonames:2988507;7;True
Moreau3973_GBOOKS;Véritables (les) nouvelles arrivées de Bourges, touchant tout ce qui s'y est fait et passé à la réception du roi, le 7 du courant, et en la sortie de M. le prince de Conty de ladite ville, le 4 dudit mois.;;;;;1651;Paris;geonames:2988507;8;False
Moreau1500_MAZ;Glorieux (le) retour à Paris des princes de Condé, de Conty et duc de Longueville.;;;;;1651;Paris;geonames:2988507;12;True
Moreau130_GBOOKS;Apologie royale, ou la Réponse au Manifeste de monsieur le prince.;;;;;1651;Paris;geonames:2988507;4;True
Moreau1313_GBOOKS;Exacte (l') recherche des désordres que la mauvaise conduite de M. le Prince a causé (sic) dans l'État, depuis sa liberté jusques à sa retraite, et notamment tous les maux que son voyage de Bordeaux et son armement nous font déjà souffrir, et ceux qu'il nous fera encore éprouver s'il tient la même conduite.;;;;;1651;Paris;geonames:2988507;20;True
Moreau3899_GALL;Trou (le) fait à la nuit par Mazarin, burlesque, ou Sa fuite hors du royaume, et la route qu'il a tenue depuis sa sortie.;;;;;1651;Paris;geonames:2988507;8;True
Moreau530_GBOOKS;Avis présenté au roi et à nos seigneurs du parlement sur le règlement des monnoies.;;;;;1651;Paris;geonames:2988507;15;True
Moreau575_GALL;Bannissement (le) de Mazarin.;;;;;1651;Paris;geonames:2988507;8;True
Moreau527_GALL;Avis politique au roi, pendant l’année de sa majorité.;;;;;1651;Paris;geonames:2988507;8;True
Moreau589_GBOOKS;Bon (le) frondeur qui fronde les mauvais frondeurs, et qui ne flatte point la fronde mazarine de ceux qui ne sont plus bons frondeurs.;;;;;1651;Paris;geonames:2988507;20;True
Moreau803_GBOOKS;Coup (le) d’Etat du prince de Condé.;;;;;1651;Paris;geonames:2988507;18;True
Moreau2714_GBOOKS;Particularités (les) des cérémonies observées en la majorité du roi, avec ce qui s'est fait et passé au Parlement, le roi séant en son lit de justice.;;;;;1651;Paris;geonames:2988507;8;True
M15439-39_MAZ;L'arivée du courrier Mazarin, dans la ville de Bordeaux, leurs portant toutes sortes de nouvelles.;;;Evrar, Germain;;1651;Paris;geonames:2988507;8;False
Moreau2246_MAZ;Lettre joviale, présentée aux princes pour leur sortie du Hâvre de Grâce, en vers burlesques.;;;;;1651;Paris;geonames:2988507;8;False
Moreau1071_MAZ;Diable (le) exorcisé, ou Mazarin chassé de France par le parlement et le clergé.;;;;;1651;Paris;geonames:2988507;8;False
Moreau2573_GBOOKS;Observations sur un discours venu de Cologne.;;;;;1651;Paris;geonames:2988507;44;True
Moreau3587_GALL;Satyre contre Mazarin.;;;;;1651;Paris;geonames:2988507;7;False
Moreau3suppl84_GBOOKS;Suite de la Relation présentée au roy en son conseil sur la dissipation de seize à dix-sept millions de livres des revenus du roi sur quarante-deux millions de livres dont Sa Majesté doit jouir par chacun an, toutes charges généralement déduites.;;;;;1651;Paris;geonames:2988507;10;True
Moreau1840_GBOOKS;Lettre d'avis d'un marchand de Cologne à un bourgeois de Paris, sur la marche du cardinal Mazarin. De Cologne, ce dernier novembre 1651.;;;;;1651;Paris;geonames:2988507;8;True
Moreau638_GALL;Caresme (le) de Mazarin, ou la.Suite des triolets. Sur la copie imprimée à Anvers.;;;;;1651;Paris;geonames:2988507;8;True
Moreau614_GALL;Burlesque sur la fuite de Mazarin et la rencontre de madame la duchesse de Longueville, retournant de Stenay à Paris;;;;;1651;Paris;geonames:2988507;6;False
Moreau1116_GBOOKS;Discours de M. le prince de Condé à messieurs du parlement de Bordeaux, touchant son arrivée en ladite ville.;;;;;1651;Paris;geonames:2988507;8;True
Moreau1504_GBOOKS;Grand (le) ballet ou le Branle de sortie dansé sur le théâtre de la France par le cardinal Mazarin et par toute la suite des cardinalistes et mazarinistes. De l'impression de Bâle, en la boutique de maître Personne, à la rue Partout, à l'enseigne de la Vérité toute nue en hyver.;;;Personne, Maistre;;1651;Paris;geonames:2988507;20;False
Moreau2049_GALL;Lettre de remercîment envoyée au cardinal Mazarin sur la lettre qu'il a écrite à une dame de la cour pour l'accommodement de ses affaires, avec la harangue de dame Denize, au large chaperon des halles, députée vers son Everminence (sic) par la comnu nauté de toutes les beurrières de la ville, cité et uni versité de Paris, touchant les bienfaits qu'elle a reçus d'elle pendant tout le caresme dernier. Ridendo di cere veru, quis vetat ? ;;;;;1651;Paris;geonames:2988507;16;False
Moreau74_GALL;Ambrion (l’) de Mazarin sur sa naissance.;;;;;1651;Paris;geonames:2988507;8;True
Moreau46_GALL;Admirable (l') harmonie des perfections, qualités et reproches de Mazarin;;;;;1651;Paris;geonames:2988507;7;True
Moreau1778_GALL;"Juliade (la), ou Discours de l'Europe à monsei gneur le duc d'Orléans sur l'éloignement du cardinal Mazarin et le retour des princes. Paris, 1651. Deux parties, l'une de 47, et l'autre de 18 pages. Ce pamphlet n'a aucun rapport, ni au fond, ni dans la forme, avec celui qui suit. Il est en vers burlesques et paraît avoir été inspiré par la Mazarinade, qu'il ne vaut pas. On y trouve pour tant quelques passages assez spirituels, par exemple, les Fourbes ; mais la pièce est beaucoup trop longue. Elle n'est d'ailleurs pas 1'are, La seconde partie est intitulée : Suite de la Juliade, ou Adieux au Mazarin, Paris, 1651. Elle est écrite en stances, avec un adieu pour refrain.";;;;;1651;Paris;geonames:2988507;47;True
Moreau1752_GBOOKS;Journal (le) de tout ce qui s'est fait au Parlement contre le cardinal Mazarin, avec l'état de sa sortie de Paris, et de la route qu'il a tenue jusqu'à présent.;;;;;1651;Paris;geonames:2988507;6;True
Moreau2704_GBOOKS;Particularités (les) de ce qui s'est fait et passé en l'assemblée de la Maison de ville pour l'élection de M. de Brusselles (sic) à la charge de prévôt des marchands, le sixième juillet 1652.;;;Pousset, Louis;isni:0000000000174394;1652;Paris;geonames:2988507;7;False
Moreau395_GBOOKS;Arrivée (l') du duc de Lorraine dans cette ville avec la réception de Son Altesse Royale et de messieurs les princes.;;;Pousset, François;isni:0000000000278724;1652;Paris;geonames:2988507;7;False
Moreau4076_GALL;Vraies (les) centuries de Mᵉ Michel Nostradamus, expliquées sur les affaires de ce temps.;;isni:0000000083395220;Bouchet, Jacques;isni:000000000057788X;1652;Paris;geonames:2988507;150;True
Moreau1002_GBOOKS;Départ (le) de messieurs les députés des six corps de marchands de cette ville de Paris, hors la ville de Pontoise, dans lequel, outre la réception que le roi leur a faite, est la réponse qu’il a faite par écrit aux sieurs Le Vieux et Piètre, procureur du roi en l’hôtel-de-ville, la déclaration du roi en faveur des bourgeois, et un sommaire de sa réponse par écrit aux députés des six corps de marchands.;;;Chrétien, Antoine;isni:0000000001599095;1652;Paris;geonames:2988507;8;False
Moreau3176_GBOOKS;Relation nouvelle de la défaite des trouppes du comte d'Harcourt par l'armée de Son A. R., commandé par M.le prince de Conty, près Bordeaux, où il est demeuré plus de six cens chevaux des ennemis sur la place et deux cens pris prisonniers avec tous leurs bagages.;;;Hardouin, Louys;isni:0000000001761072;1652;Paris;geonames:2988507;8;True
Moreau757_GBOOKS;"Conjuration (la) découverte des sieurs Servient (sic), Le Tellier, de Lyonne et autres, triumvirat du conseil du cardinal Mazarin, contre messieurs les princes et la ville de Paris, proscrits par arrêts de la cour de parlement, 1 pour la justification de la pure intention de S. A. R; 2. dessein du triumvirat pour faire un changement dans l'État; 3. leurs trahisons contre la ville de Paris 4. Mazarin déclaré ennemi juré de la maison royale.";;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;16;True
Moreau550_GBOOKS;Avis très-important de don Gabriel de Tolède, apporté à messieurs les princes, de la part du roi d'Espagne, pour faire avancer l’armée du duc de Lorraine en France.;;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;7;True
Moreau1068_GBOOKS;Deuxième et dernière requête présentée à Son Altesse Royale, dimanche dernier, 30 juin 1652, par les bourgeois et habitants de la ville et faubourgs de Paris, sur le sujet des affaires pressantes (sic).;;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;7;True
Moreau1255_GBOOKS;Entretiens (les) importants de la reine avec le cardinal Mazarin sur le sujet de sa tête mise à cinquante mille écus.;;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;8;True
Moreau1279_GBOOKS;Esprit (l') d’Alexandre le Grand présenté au roi pour la paix générale et soulagement de son peuple.;;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;24;True
Moreau2912_GBOOKS;Proposition demandée au roi par le cardinal Mazarin pour se retirer en l'un des cinq lieux suivants, savoir : Venise, Avignon, Casal, Pignerolle (sic) et Sédan.;;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;7;False
Moreau85_GBOOKS;"Ane (l') rouge dépcint avec tous ses défauts en la personne du cardinal Mazarin : 1° sur son incapacité et (sic) maniement des affaires ; 2° sur son ignorance et ambition démesurée; 3° sur ses actions et entreprises qui font connaître ses trahisons et perfidies contre l’État.";;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;24;False
Moreau1749_GBOOKS;"Journal de ce qui s'est passé nouvellement à Paris, à Saint-Denys et à Compiègné, depuis le 13 juillet jusques à présent. I. La lettre du cardinal Mazarin au cardinal de Retz; II. la mort de Mancini, neveu du cardinal Mazarin; III. la résolution du roi au voyage de Bourgogne; IV. et l' estat de l'armée de l' archiduc Léopold .";;;Hardouin, Louis;isni:0000000001761072;1652;Paris;geonames:2988507;8;True
Moreau3180_GBOOKS;Relation véritabie contenant la chasse donnée au comte d'Harcourt devant Bordeaux, avec la défaite de son arrière-garde et l'arrivée du courrier du duc de Lorraine.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;8;True
Moreau3122_GBOOKS;Relation de ce qui s'est passé au Parlement le jeudi 3 octobre, en présence de Son Altesse Royale et de messieurs les princes, et la réponse de la cour au sieur de Joyeuse, avec la prise de trois séditieux mazarins et l'accusation de leurs complices et adhérents et le retour du duc de Guyse.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;8;False
Moreau3188_GBOOKS;Relation véritable contenant le grand combat donné entre les troupes de Son Altesse Royale et celle du C. M. à l'attaque d'Ètampe.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;8;True
Moreau3118_GBOOKS;Relation de ce qui s'est passé à Péronne sur le refus que les habitants ont fait de recevoir et d'ouvrir leurs portes au maréchal d'Hocquincourt, leur gouverneur.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;7;True
Moreau3128_GBOOKS;Relation de ce qui s'est passé au Parlement le jeudi 3 octobre 1652, en présence de Son Altesse Royale et de plusieurs ducs et pairs de France, avec la réponse faite par le roi à M. le marquis de Joyeuse et la réception de M. le duc de Guyse au Parlement, ensemble l'arrêt d'emprisonnement de trois personnes prises dans le palais faisant des cris portant à sédition.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;8;False
Moreau3181_GBOOKS;Relation véritable contenant la défaite de l'arrière-garde de l'armée du comte d'Harcourt par les troupes de monseigneur le Prince, commandées par le sieur Marsin, avec la prise de la ville de Miradoux, où il a été fait douze cents prisonniers de guerre.;;;Brunet, Jean;isni:0000000001831368;1652;Paris;geonames:2988507;6;False
